,GHI,DHI,DNI,temp,wspd
2023-03-16 10:00:00,1890.2,875.2,1528.0,20.1,7.9
2023-03-16 11:00:00,2203.7,979.0,1648.0,21.9,6.5
2023-03-16 12:00:00,2314.9,1014.4,1689.0,23.5,7.2
2023-03-16 13:00:00,2203.7,979.0,1648.0,24.8,7.9
2023-03-16 14:00:00,1890.2,875.2,1528.0,25.3,10.1
2023-03-16 15:00:00,1430.6,710.0,1337.0,25.0,12.2
2023-03-16 16:00:00,903.5,494.8,1088.1,24.4,11.9
2023-03-16 17:00:00,392.1,244.2,798.2,23.7,9.7
2023-03-16 18:00:00,0.0,0.0,0.0,19.9,7.9
2023-03-16 19:00:00,0.0,0.0,0.0,19.8,7.6
2023-03-16 20:00:00,0.0,0.0,0.0,17.7,10.4
2023-03-16 21:00:00,0.0,0.0,0.0,15.6,10.4
2023-03-16 22:00:00,0.0,0.0,0.0,13.5,11.5
2023-03-16 23:00:00,0.0,0.0,0.0,12.1,13.3
2023-03-17 00:00:00,0.0,0.0,0.0,11.1,13.0
2023-03-17 01:00:00,0.0,0.0,0.0,10.8,9.4
2023-03-17 02:00:00,0.0,0.0,0.0,9.9,7.2
2023-03-17 03:00:00,0.0,0.0,0.0,9.2,7.6
2023-03-17 04:00:00,0.0,0.0,0.0,8.7,7.6
2023-03-17 05:00:00,0.0,0.0,0.0,9.2,7.9
2023-03-17 06:00:00,0.0,0.0,0.0,8.0,8.6
2023-03-17 07:00:00,403.7,248.4,818.9,8.5,8.3
2023-03-17 08:00:00,918.8,497.7,1108.4,11.6,6.5
2023-03-17 09:00:00,1449.0,711.8,1357.0,13.8,6.5
2023-03-17 10:00:00,1911.0,876.0,1547.8,14.9,7.2
2023-03-17 11:00:00,2225.8,979.3,1667.7,16.3,9.4
2023-03-17 12:00:00,2337.6,1014.5,1708.6,17.2,13.0
2023-03-17 13:00:00,2225.8,979.3,1667.7,17.4,13.0
2023-03-17 14:00:00,1911.0,876.0,1547.8,19.0,13.7
2023-03-17 15:00:00,1449.0,711.8,1357.0,18.9,14.8
2023-03-17 16:00:00,918.8,497.7,1108.4,18.4,16.2
2023-03-17 17:00:00,403.7,248.4,818.9,17.4,14.4
2023-03-17 18:00:00,0.0,0.0,0.0,16.0,8.3
2023-03-17 19:00:00,0.0,0.0,0.0,14.0,11.5
2023-03-17 20:00:00,0.0,0.0,0.0,13.6,12.6
2023-03-17 21:00:00,0.0,0.0,0.0,12.8,14.4
2023-03-17 22:00:00,0.0,0.0,0.0,12.4,14.4
2023-03-17 23:00:00,0.0,0.0,0.0,12.1,13.3
2023-03-18 00:00:00,0.0,0.0,0.0,11.7,11.2
2023-03-18 01:00:00,0.0,0.0,0.0,11.7,11.2
2023-03-18 02:00:00,0.0,0.0,0.0,11.2,13.0
2023-03-18 03:00:00,0.0,0.0,0.0,11.1,11.2
2023-03-18 04:00:00,0.0,0.0,0.0,10.7,10.4
2023-03-18 05:00:00,0.0,0.0,0.0,10.4,9.0
2023-03-18 06:00:00,0.0,0.0,0.0,10.1,7.2
2023-03-18 07:00:00,411.5,255.3,805.7,9.7,6.5
2023-03-18 08:00:00,925.4,505.8,1092.1,10.8,7.6
2023-03-18 09:00:00,1453.7,721.0,1338.1,11.7,7.9
2023-03-18 10:00:00,1913.6,886.1,1526.8,12.9,8.6
2023-03-18 11:00:00,2226.9,989.8,1645.4,13.9,10.4
2023-03-18 12:00:00,2338.1,1025.2,1685.9,15.2,13.3
2023-03-18 13:00:00,2226.9,989.8,1645.4,15.9,13.3
2023-03-18 14:00:00,1913.6,886.1,1526.8,15.8,13.3
2023-03-18 15:00:00,1453.7,721.0,1338.1,16.2,12.6
2023-03-18 16:00:00,925.4,505.8,1092.1,16.2,12.6
2023-03-18 17:00:00,411.5,255.3,805.7,15.7,13.0
2023-03-18 18:00:00,0.0,0.0,0.0,15.1,10.1
2023-03-18 19:00:00,0.0,0.0,0.0,14.1,11.5
2023-03-18 20:00:00,0.0,0.0,0.0,12.3,8.6
2023-03-18 21:00:00,0.0,0.0,0.0,11.2,7.2
2023-03-18 22:00:00,0.0,0.0,0.0,10.3,5.8
2023-03-18 23:00:00,0.0,0.0,0.0,9.4,7.2
2023-03-19 00:00:00,0.0,0.0,0.0,8.9,5.0
2023-03-19 01:00:00,0.0,0.0,0.0,9.5,6.5
2023-03-19 02:00:00,0.0,0.0,0.0,10.5,6.1
2023-03-19 03:00:00,0.0,0.0,0.0,8.5,7.2
2023-03-19 04:00:00,0.0,0.0,0.0,9.5,6.5
2023-03-19 05:00:00,0.0,0.0,0.0,9.3,7.2
2023-03-19 06:00:00,0.0,0.0,0.0,9.1,7.6
2023-03-19 07:00:00,428.3,255.8,870.7,8.0,6.8
2023-03-19 08:00:00,952.2,501.4,1160.2,11.4,8.6
2023-03-19 09:00:00,1490.0,712.4,1408.8,13.5,12.2
2023-03-19 10:00:00,1957.7,874.3,1599.6,15.1,11.5
2023-03-19 11:00:00,2276.3,976.0,1719.5,16.3,10.8
2023-03-19 12:00:00,2389.2,1010.8,1760.4,17.4,12.2
2023-03-19 13:00:00,2276.3,976.0,1719.5,18.3,13.0
2023-03-19 14:00:00,1957.7,874.3,1599.6,18.7,14.4
2023-03-19 15:00:00,1490.0,712.4,1408.8,19.0,13.3
2023-03-19 16:00:00,952.2,501.4,1160.2,18.9,11.9
2023-03-19 17:00:00,428.3,255.8,870.7,18.7,10.1
2023-03-19 18:00:00,0.0,0.0,0.0,17.3,5.8
2023-03-19 19:00:00,0.0,0.0,0.0,13.8,4.7
2023-03-19 20:00:00,0.0,0.0,0.0,17.0,6.1
2023-03-19 21:00:00,0.0,0.0,0.0,16.8,5.8
2023-03-19 22:00:00,0.0,0.0,0.0,15.0,4.7
2023-03-19 23:00:00,0.0,0.0,0.0,13.5,5.8
2023-03-20 00:00:00,0.0,0.0,0.0,12.8,5.8
2023-03-20 01:00:00,0.0,0.0,0.0,8.9,9.0
2023-03-20 02:00:00,0.0,0.0,0.0,10.9,7.2
2023-03-20 03:00:00,0.0,0.0,0.0,9.7,6.1
2023-03-20 04:00:00,0.0,0.0,0.0,8.5,6.8
2023-03-20 05:00:00,0.0,0.0,0.0,6.2,7.9
2023-03-20 06:00:00,0.0,0.0,0.0,6.5,6.5
2023-03-20 07:00:00,476.0,229.5,1217.7,8.5,5.0
2023-03-20 08:00:00,1046.4,445.4,1530.3,11.4,6.1
2023-03-20 09:00:00,1631.2,630.7,1798.8,14.3,4.3
2023-03-20 10:00:00,2139.4,773.0,2004.8,16.4,5.8
2023-03-20 11:00:00,2485.3,862.4,2134.3,17.9,8.6
2023-03-20 12:00:00,2608.0,892.9,2178.4,19.0,10.4
2023-03-20 13:00:00,2485.3,862.4,2134.3,19.7,9.7
2023-03-20 14:00:00,2139.4,773.0,2004.8,20.2,10.4
2023-03-20 15:00:00,1631.2,630.7,1798.8,20.6,11.2
2023-03-20 16:00:00,1046.4,445.4,1530.3,20.6,11.2
2023-03-20 17:00:00,476.0,229.5,1217.7,19.9,9.4
2023-03-20 18:00:00,0.0,0.0,0.0,16.7,6.8
2023-03-20 19:00:00,0.0,0.0,0.0,17.0,5.4
2023-03-20 20:00:00,0.0,0.0,0.0,14.4,6.5
2023-03-20 21:00:00,0.0,0.0,0.0,12.6,6.5
2023-03-20 22:00:00,0.0,0.0,0.0,11.6,6.1
2023-03-20 23:00:00,0.0,0.0,0.0,11.2,7.9
2023-03-21 00:00:00,0.0,0.0,0.0,11.7,9.7
2023-03-21 01:00:00,0.0,0.0,0.0,11.3,9.4
2023-03-21 02:00:00,0.0,0.0,0.0,13.1,6.5
2023-03-21 03:00:00,0.0,0.0,0.0,12.8,6.5
2023-03-21 04:00:00,0.0,0.0,0.0,11.7,4.3
2023-03-21 05:00:00,0.0,0.0,0.0,10.9,3.2
2023-03-21 06:00:00,4.8,2.8,822.4,10.7,4.7
2023-03-21 07:00:00,479.1,241.3,1150.7,8.9,4.3
2023-03-21 08:00:00,1041.8,463.6,1456.6,13.0,3.2
2023-03-21 09:00:00,1618.0,654.5,1719.3,15.6,3.6
2023-03-21 10:00:00,2118.3,800.9,1920.9,17.4,4.7
2023-03-21 11:00:00,2458.7,893.0,2047.6,18.9,7.6
2023-03-21 12:00:00,2579.4,924.4,2090.8,20.0,10.8
2023-03-21 13:00:00,2458.7,893.0,2047.6,21.1,11.5
2023-03-21 14:00:00,2118.3,800.9,1920.9,21.4,11.2
2023-03-21 15:00:00,1618.0,654.5,1719.3,21.7,11.2
2023-03-21 16:00:00,1041.8,463.6,1456.6,21.5,10.8
2023-03-21 17:00:00,479.1,241.3,1150.7,20.7,8.3
2023-03-21 18:00:00,4.8,2.8,822.4,17.8,6.8
2023-03-21 19:00:00,0.0,0.0,0.0,15.3,10.1
2023-03-21 20:00:00,0.0,0.0,0.0,15.2,7.9
2023-03-21 21:00:00,0.0,0.0,0.0,14.2,8.6
2023-03-21 22:00:00,0.0,0.0,0.0,13.3,7.9
2023-03-21 23:00:00,0.0,0.0,0.0,13.0,7.9
2023-03-22 00:00:00,0.0,0.0,0.0,11.8,8.3
2023-03-22 01:00:00,0.0,0.0,0.0,12.0,9.4
2023-03-22 02:00:00,0.0,0.0,0.0,12.1,9.7
2023-03-22 03:00:00,0.0,0.0,0.0,11.1,7.6
2023-03-22 04:00:00,0.0,0.0,0.0,11.9,4.3
2023-03-22 05:00:00,0.0,0.0,0.0,11.1,3.2
2023-03-22 06:00:00,12.5,8.5,605.6,10.8,4.0
2023-03-22 07:00:00,461.7,269.1,913.3,10.9,4.0
2023-03-22 08:00:00,993.4,512.0,1200.0,13.8,5.0
2023-03-22 09:00:00,1537.2,720.6,1446.2,16.9,4.0
2023-03-22 10:00:00,2008.9,880.6,1635.2,18.6,6.5
2023-03-22 11:00:00,2329.8,981.2,1753.9,20.2,7.9
2023-03-22 12:00:00,2443.5,1015.6,1794.4,21.5,8.6
2023-03-22 13:00:00,2329.8,981.2,1753.9,22.4,10.1
2023-03-22 14:00:00,2008.9,880.6,1635.2,23.0,10.4
2023-03-22 15:00:00,1537.2,720.6,1446.2,22.7,10.1
2023-03-22 16:00:00,993.4,512.0,1200.0,22.5,10.1
2023-03-22 17:00:00,461.7,269.1,913.3,21.8,9.4
2023-03-22 18:00:00,12.5,8.5,605.6,18.5,7.6
2023-03-22 19:00:00,0.0,0.0,0.0,17.0,7.6
2023-03-22 20:00:00,0.0,0.0,0.0,16.2,9.0
2023-03-22 21:00:00,0.0,0.0,0.0,14.8,9.0
2023-03-22 22:00:00,0.0,0.0,0.0,12.8,9.4
2023-03-22 23:00:00,0.0,0.0,0.0,11.8,10.8
2023-03-23 00:00:00,0.0,0.0,0.0,10.9,10.1
2023-03-23 01:00:00,0.0,0.0,0.0,10.4,7.2
2023-03-23 02:00:00,0.0,0.0,0.0,10.6,6.1
2023-03-23 03:00:00,0.0,0.0,0.0,10.3,7.6
2023-03-23 04:00:00,0.0,0.0,0.0,12.6,5.4
2023-03-23 05:00:00,0.0,0.0,0.0,12.9,3.6
2023-03-23 06:00:00,21.4,13.0,778.5,12.6,4.7
2023-03-23 07:00:00,493.3,257.1,1098.4,11.3,4.7
2023-03-23 08:00:00,1050.6,484.5,1396.5,15.3,6.5
2023-03-23 09:00:00,1619.8,679.9,1652.4,17.9,5.0
2023-03-23 10:00:00,2113.2,829.7,1848.9,19.8,5.8
2023-03-23 11:00:00,2448.6,924.0,1972.3,21.6,8.3
2023-03-23 12:00:00,2567.5,956.1,2014.4,23.3,8.3
2023-03-23 13:00:00,2448.6,924.0,1972.3,24.3,10.8
2023-03-23 14:00:00,2113.2,829.7,1848.9,24.9,11.5
2023-03-23 15:00:00,1619.8,679.9,1652.4,25.1,14.8
2023-03-23 16:00:00,1050.6,484.5,1396.5,24.4,17.3
2023-03-23 17:00:00,493.3,257.1,1098.4,22.9,16.6
2023-03-23 18:00:00,21.4,13.0,778.5,20.4,10.4
2023-03-23 19:00:00,0.0,0.0,0.0,17.4,7.9
2023-03-23 20:00:00,0.0,0.0,0.0,16.9,9.0
2023-03-23 21:00:00,0.0,0.0,0.0,17.4,10.8
2023-03-23 22:00:00,0.0,0.0,0.0,16.5,12.6
2023-03-23 23:00:00,0.0,0.0,0.0,15.3,12.6
2023-03-24 00:00:00,0.0,0.0,0.0,14.4,11.9
2023-03-24 01:00:00,0.0,0.0,0.0,13.0,10.1
2023-03-24 02:00:00,0.0,0.0,0.0,11.5,9.0
2023-03-24 03:00:00,0.0,0.0,0.0,10.5,7.9
2023-03-24 04:00:00,0.0,0.0,0.0,9.9,7.6
2023-03-24 05:00:00,0.0,0.0,0.0,9.8,7.6
2023-03-24 06:00:00,28.6,19.2,628.1,10.1,7.6
2023-03-24 07:00:00,483.1,278.5,933.0,10.6,6.1
2023-03-24 08:00:00,1018.7,520.2,1217.2,13.8,3.6
2023-03-24 09:00:00,1564.9,727.7,1461.3,15.4,6.1
2023-03-24 10:00:00,2038.1,886.9,1648.5,17.3,6.1
2023-03-24 11:00:00,2359.6,987.0,1766.2,19.3,9.0
2023-03-24 12:00:00,2473.5,1021.2,1806.4,20.5,9.4
2023-03-24 13:00:00,2359.6,987.0,1766.2,21.5,11.2
2023-03-24 14:00:00,2038.1,886.9,1648.5,21.7,13.0
2023-03-24 15:00:00,1564.9,727.7,1461.3,21.7,13.0
2023-03-24 16:00:00,1018.7,520.2,1217.2,21.3,11.5
2023-03-24 17:00:00,483.1,278.5,933.0,20.5,10.8
2023-03-24 18:00:00,28.6,19.2,628.1,18.6,7.2
2023-03-24 19:00:00,0.0,0.0,0.0,16.4,9.7
2023-03-24 20:00:00,0.0,0.0,0.0,16.0,7.6
2023-03-24 21:00:00,0.0,0.0,0.0,15.1,6.5
2023-03-24 22:00:00,0.0,0.0,0.0,18.3,5.8
2023-03-24 23:00:00,0.0,0.0,0.0,15.7,7.9
2023-03-25 00:00:00,0.0,0.0,0.0,14.8,6.8
2023-03-25 01:00:00,0.0,0.0,0.0,15.3,6.1
2023-03-25 02:00:00,0.0,0.0,0.0,15.8,6.1
2023-03-25 03:00:00,0.0,0.0,0.0,14.5,6.5
2023-03-25 04:00:00,0.0,0.0,0.0,13.2,6.8
2023-03-25 05:00:00,0.0,0.0,0.0,13.4,6.8
2023-03-25 06:00:00,35.6,25.4,530.9,13.1,6.8
2023-03-25 07:00:00,478.4,294.0,825.0,12.9,6.1
2023-03-25 08:00:00,999.0,544.3,1099.1,15.7,5.4
2023-03-25 09:00:00,1529.3,759.2,1334.5,17.7,6.1
2023-03-25 10:00:00,1988.4,924.2,1515.1,19.8,6.5
2023-03-25 11:00:00,2300.1,1027.9,1628.6,21.5,8.3
2023-03-25 12:00:00,2410.5,1063.2,1667.3,22.7,9.4
2023-03-25 13:00:00,2300.1,1027.9,1628.6,23.7,9.7
2023-03-25 14:00:00,1988.4,924.2,1515.1,24.1,10.1
2023-03-25 15:00:00,1529.3,759.2,1334.5,24.3,9.7
2023-03-25 16:00:00,999.0,544.3,1099.1,24.3,9.4
2023-03-25 17:00:00,478.4,294.0,825.0,23.6,10.1
2023-03-25 18:00:00,35.6,25.4,530.9,21.3,6.8
2023-03-25 19:00:00,0.0,0.0,0.0,18.8,11.2
2023-03-25 20:00:00,0.0,0.0,0.0,17.8,10.4
2023-03-25 21:00:00,0.0,0.0,0.0,16.7,10.1
2023-03-25 22:00:00,0.0,0.0,0.0,16.0,7.9
2023-03-25 23:00:00,0.0,0.0,0.0,15.7,9.0
2023-03-26 00:00:00,0.0,0.0,0.0,15.6,8.3
2023-03-26 01:00:00,0.0,0.0,0.0,14.8,6.5
2023-03-26 02:00:00,0.0,0.0,0.0,13.9,7.2
2023-03-26 03:00:00,0.0,0.0,0.0,13.2,6.1
2023-03-26 04:00:00,0.0,0.0,0.0,13.8,6.1
2023-03-26 05:00:00,0.0,0.0,0.0,12.6,7.9
2023-03-26 06:00:00,46.2,28.6,748.1,12.1,8.6
2023-03-26 07:00:00,518.0,277.1,1058.4,13.3,6.8
2023-03-26 08:00:00,1071.7,508.7,1347.6,16.2,6.8
2023-03-26 09:00:00,1635.0,707.5,1596.0,18.1,7.2
2023-03-26 10:00:00,2122.2,860.1,1786.5,19.6,9.4
2023-03-26 11:00:00,2452.9,956.0,1906.3,21.3,11.9
2023-03-26 12:00:00,2570.0,988.7,1947.2,22.2,13.3
2023-03-26 13:00:00,2452.9,956.0,1906.3,22.8,14.0
2023-03-26 14:00:00,2122.2,860.1,1786.5,23.1,13.3
2023-03-26 15:00:00,1635.0,707.5,1596.0,23.2,14.0
2023-03-26 16:00:00,1071.7,508.7,1347.6,22.9,13.7
2023-03-26 17:00:00,518.0,277.1,1058.4,22.3,13.3
2023-03-26 18:00:00,46.2,28.6,748.1,20.7,9.4
2023-03-26 19:00:00,0.0,0.0,0.0,18.1,10.4
2023-03-26 20:00:00,0.0,0.0,0.0,16.8,9.7
2023-03-26 21:00:00,0.0,0.0,0.0,15.1,8.3
2023-03-26 22:00:00,0.0,0.0,0.0,14.0,7.2
2023-03-26 23:00:00,0.0,0.0,0.0,13.3,6.8
2023-03-27 00:00:00,0.0,0.0,0.0,15.3,5.0
2023-03-27 01:00:00,0.0,0.0,0.0,15.0,7.6
2023-03-27 02:00:00,0.0,0.0,0.0,14.5,9.4
2023-03-27 03:00:00,0.0,0.0,0.0,11.4,10.1
2023-03-27 04:00:00,0.0,0.0,0.0,10.3,9.4
2023-03-27 05:00:00,0.0,0.0,0.0,10.6,9.7
2023-03-27 06:00:00,49.5,37.8,422.8,11.4,8.3
2023-03-27 07:00:00,478.9,316.1,702.5,10.3,7.9
2023-03-27 08:00:00,981.8,575.4,963.1,12.8,6.1
2023-03-27 09:00:00,1492.7,798.2,1186.9,15.5,7.9
2023-03-27 10:00:00,1934.3,969.0,1358.6,17.8,9.7
2023-03-27 11:00:00,2233.9,1076.5,1466.6,20.0,9.7
2023-03-27 12:00:00,2340.0,1113.1,1503.4,21.5,9.4
2023-03-27 13:00:00,2233.9,1076.5,1466.6,22.8,10.1
2023-03-27 14:00:00,1934.3,969.0,1358.6,23.4,10.8
2023-03-27 15:00:00,1492.7,798.2,1186.9,23.6,10.8
2023-03-27 16:00:00,981.8,575.4,963.1,23.3,10.8
2023-03-27 17:00:00,478.9,316.1,702.5,22.3,9.4
2023-03-27 18:00:00,49.5,37.8,422.8,19.4,6.8
2023-03-27 19:00:00,0.0,0.0,0.0,17.7,8.6
2023-03-27 20:00:00,0.0,0.0,0.0,16.7,9.4
2023-03-27 21:00:00,0.0,0.0,0.0,15.8,7.6
2023-03-27 22:00:00,0.0,0.0,0.0,14.2,5.0
2023-03-27 23:00:00,0.0,0.0,0.0,14.0,5.8
2023-03-28 00:00:00,0.0,0.0,0.0,15.9,5.8
2023-03-28 01:00:00,0.0,0.0,0.0,15.7,3.6
2023-03-28 02:00:00,0.0,0.0,0.0,15.1,3.6
2023-03-28 03:00:00,0.0,0.0,0.0,14.2,4.7
2023-03-28 04:00:00,0.0,0.0,0.0,13.8,5.0
2023-03-28 05:00:00,0.0,0.0,0.0,10.6,7.9
2023-03-28 06:00:00,59.8,41.6,572.0,10.9,6.5
2023-03-28 07:00:00,511.0,307.4,863.0,11.9,8.3
2023-03-28 08:00:00,1038.2,555.1,1134.2,15.1,9.7
2023-03-28 09:00:00,1573.3,767.9,1367.0,17.8,5.4
2023-03-28 10:00:00,2035.4,931.1,1545.7,19.8,6.1
2023-03-28 11:00:00,2348.8,1033.7,1658.1,21.8,8.6
2023-03-28 12:00:00,2459.7,1068.7,1696.4,23.2,9.7
2023-03-28 13:00:00,2348.8,1033.7,1658.1,24.2,9.0
2023-03-28 14:00:00,2035.4,931.1,1545.7,24.9,10.8
2023-03-28 15:00:00,1573.3,767.9,1367.0,25.1,11.5
2023-03-28 16:00:00,1038.2,555.1,1134.2,24.9,11.2
2023-03-28 17:00:00,511.0,307.4,863.0,24.2,9.4
2023-03-28 18:00:00,59.8,41.6,572.0,21.1,6.8
2023-03-28 19:00:00,0.0,0.0,0.0,18.4,10.1
2023-03-28 20:00:00,0.0,0.0,0.0,17.3,10.1
2023-03-28 21:00:00,0.0,0.0,0.0,16.7,7.9
2023-03-28 22:00:00,0.0,0.0,0.0,14.7,8.3
2023-03-28 23:00:00,0.0,0.0,0.0,13.4,10.1
2023-03-29 00:00:00,0.0,0.0,0.0,12.0,9.7
2023-03-29 01:00:00,0.0,0.0,0.0,11.0,10.1
2023-03-29 02:00:00,0.0,0.0,0.0,10.6,10.4
2023-03-29 03:00:00,0.0,0.0,0.0,9.9,10.8
2023-03-29 04:00:00,0.0,0.0,0.0,10.0,10.8
2023-03-29 05:00:00,0.0,0.0,0.0,9.9,10.8
2023-03-29 06:00:00,62.8,50.4,344.5,9.4,10.4
2023-03-29 07:00:00,482.0,335.0,612.3,11.2,10.4
2023-03-29 08:00:00,970.9,600.3,861.9,15.8,9.4
2023-03-29 09:00:00,1466.5,828.1,1076.2,19.1,5.4
2023-03-29 10:00:00,1894.1,1002.9,1240.7,21.3,6.5
2023-03-29 11:00:00,2184.0,1112.8,1344.0,23.1,9.0
2023-03-29 12:00:00,2286.7,1150.3,1379.3,24.8,10.4
2023-03-29 13:00:00,2184.0,1112.8,1344.0,26.1,10.8
2023-03-29 14:00:00,1894.1,1002.9,1240.7,26.4,11.5
2023-03-29 15:00:00,1466.5,828.1,1076.2,26.4,13.3
2023-03-29 16:00:00,970.9,600.3,861.9,26.1,14.8
2023-03-29 17:00:00,482.0,335.0,612.3,25.5,13.7
2023-03-29 18:00:00,62.8,50.4,344.5,23.0,11.2
2023-03-29 19:00:00,0.0,0.0,0.0,19.4,10.1
2023-03-29 20:00:00,0.0,0.0,0.0,18.3,10.8
2023-03-29 21:00:00,0.0,0.0,0.0,17.8,10.4
2023-03-29 22:00:00,0.0,0.0,0.0,17.3,10.8
2023-03-29 23:00:00,0.0,0.0,0.0,16.8,10.8
2023-03-30 00:00:00,0.0,0.0,0.0,16.7,11.9
2023-03-30 01:00:00,0.0,0.0,0.0,16.3,9.7
2023-03-30 02:00:00,0.0,0.0,0.0,14.6,8.3
2023-03-30 03:00:00,0.0,0.0,0.0,13.8,8.3
2023-03-30 04:00:00,0.0,0.0,0.0,13.8,9.4
2023-03-30 05:00:00,0.0,0.0,0.0,13.4,9.0
2023-03-30 06:00:00,74.9,53.1,543.9,12.1,6.5
2023-03-30 07:00:00,524.0,321.9,828.0,12.9,4.7
2023-03-30 08:00:00,1046.7,572.4,1092.8,16.9,3.6
2023-03-30 09:00:00,1575.8,787.5,1320.2,19.2,5.4
2023-03-30 10:00:00,2032.1,952.6,1494.7,20.4,8.6
2023-03-30 11:00:00,2341.3,1056.3,1604.4,22.5,10.4
2023-03-30 12:00:00,2450.7,1091.7,1641.8,24.5,10.8
2023-03-30 13:00:00,2341.3,1056.3,1604.4,25.7,13.3
2023-03-30 14:00:00,2032.1,952.6,1494.7,26.0,16.2
2023-03-30 15:00:00,1575.8,787.5,1320.2,25.9,18.4
2023-03-30 16:00:00,1046.7,572.4,1092.8,25.4,17.3
2023-03-30 17:00:00,524.0,321.9,828.0,24.4,16.9
2023-03-30 18:00:00,74.9,53.1,543.9,22.6,11.2
2023-03-30 19:00:00,0.0,0.0,0.0,20.3,14.8
2023-03-30 20:00:00,0.0,0.0,0.0,19.4,15.8
2023-03-30 21:00:00,0.0,0.0,0.0,19.4,16.2
2023-03-30 22:00:00,0.0,0.0,0.0,19.1,15.5
2023-03-30 23:00:00,0.0,0.0,0.0,17.5,13.3
2023-03-31 00:00:00,0.0,0.0,0.0,16.5,11.5
2023-03-31 01:00:00,0.0,0.0,0.0,16.1,11.5
2023-03-31 02:00:00,0.0,0.0,0.0,14.7,10.4
2023-03-31 03:00:00,0.0,0.0,0.0,14.5,9.4
2023-03-31 04:00:00,0.0,0.0,0.0,14.1,8.6
2023-03-31 05:00:00,0.0,0.0,0.0,13.3,7.6
2023-03-31 06:00:00,86.5,55.6,696.3,12.5,8.3
2023-03-31 07:00:00,556.7,310.8,991.1,13.5,8.6
2023-03-31 08:00:00,1103.0,548.7,1265.8,17.2,8.3
2023-03-31 09:00:00,1655.4,752.9,1501.7,18.9,8.6
2023-03-31 10:00:00,2131.4,909.6,1682.7,20.8,10.1
2023-03-31 11:00:00,2453.8,1008.2,1796.5,21.9,12.2
2023-03-31 12:00:00,2567.8,1041.8,1835.4,23.3,14.8
2023-03-31 13:00:00,2453.8,1008.2,1796.5,23.9,17.6
2023-03-31 14:00:00,2131.4,909.6,1682.7,24.3,19.4
2023-03-31 15:00:00,1655.4,752.9,1501.7,24.1,19.1
2023-03-31 16:00:00,1103.0,548.7,1265.8,23.3,19.4
2023-03-31 17:00:00,556.7,310.8,991.1,22.3,20.2
2023-03-31 18:00:00,86.5,55.6,696.3,21.5,14.4
2023-03-31 19:00:00,0.0,0.0,0.0,19.5,9.4
2023-03-31 20:00:00,0.0,0.0,0.0,18.8,10.4
2023-03-31 21:00:00,0.0,0.0,0.0,18.1,11.5
2023-03-31 22:00:00,0.0,0.0,0.0,16.6,10.8
2023-03-31 23:00:00,0.0,0.0,0.0,15.9,12.2
2023-04-01 00:00:00,0.0,0.0,0.0,15.3,10.8
2023-04-01 01:00:00,0.0,0.0,0.0,14.7,9.7
2023-04-01 02:00:00,0.0,0.0,0.0,14.1,10.4
2023-04-01 03:00:00,0.0,0.0,0.0,13.5,10.4
2023-04-01 04:00:00,0.0,0.0,0.0,12.8,9.7
2023-04-01 05:00:00,0.0,0.0,0.0,12.1,9.0
2023-04-01 06:00:00,84.9,67.7,353.0,11.6,10.1
2023-04-01 07:00:00,507.2,352.1,615.3,12.8,11.5
2023-04-01 08:00:00,997.0,617.1,859.8,14.5,11.2
2023-04-01 09:00:00,1491.6,844.6,1069.8,16.3,11.5
2023-04-01 10:00:00,1917.5,1019.2,1230.9,18.3,11.5
2023-04-01 11:00:00,2205.9,1129.0,1332.1,19.6,12.2
2023-04-01 12:00:00,2307.9,1166.4,1366.7,20.7,14.4
2023-04-01 13:00:00,2205.9,1129.0,1332.1,21.5,14.4
2023-04-01 14:00:00,1917.5,1019.2,1230.9,21.6,15.8
2023-04-01 15:00:00,1491.6,844.6,1069.8,22.2,17.6
2023-04-01 16:00:00,997.0,617.1,859.8,22.7,20.5
2023-04-01 17:00:00,507.2,352.1,615.3,22.0,21.2
2023-04-01 18:00:00,84.9,67.7,353.0,20.6,19.1
2023-04-01 19:00:00,0.0,0.0,0.0,18.9,20.2
2023-04-01 20:00:00,0.0,0.0,0.0,17.3,16.2
2023-04-01 21:00:00,0.0,0.0,0.0,16.0,14.4
2023-04-01 22:00:00,0.0,0.0,0.0,15.2,13.0
2023-04-01 23:00:00,0.0,0.0,0.0,14.6,11.9
2023-04-02 00:00:00,0.0,0.0,0.0,14.3,12.2
2023-04-02 01:00:00,0.0,0.0,0.0,13.5,10.8
2023-04-02 02:00:00,0.0,0.0,0.0,12.8,10.1
2023-04-02 03:00:00,0.0,0.0,0.0,12.3,9.0
2023-04-02 04:00:00,0.0,0.0,0.0,12.4,9.0
2023-04-02 05:00:00,0.0,0.0,0.0,12.1,8.6
2023-04-02 06:00:00,99.3,68.9,577.7,12.0,13.0
2023-04-02 07:00:00,555.2,335.4,858.3,12.1,14.8
2023-04-02 08:00:00,1082.9,583.7,1119.8,12.5,16.9
2023-04-02 09:00:00,1615.2,797.0,1344.3,14.1,18.4
2023-04-02 10:00:00,2073.2,960.6,1516.6,15.7,15.5
2023-04-02 11:00:00,2383.1,1063.5,1625.0,17.2,12.6
2023-04-02 12:00:00,2492.7,1098.6,1661.9,18.2,11.9
2023-04-02 13:00:00,2383.1,1063.5,1625.0,19.0,11.2
2023-04-02 14:00:00,2073.2,960.6,1516.6,19.6,11.9
